CMP1,Entry,PLATE,ROW,COL,LATID,Supplier,CAT,Name,Conc_mM,IC50,Yeast_Active,Pubchem_CID,Notes
CMP916,1775,LAT023,G,3,LAT023G03,Chembridge,5537124,Novel,2.5,100,-,2053600,157_E03    
CMP927,1776,LAT023,H,3,LAT023H03,Chembridge,5537855,Novel,2.5,5,-,684893,158_A04    
CMP850,1777,LAT023,A,4,LAT023A04,Chembridge,5539363,Novel,2.5,98,-,561240,156_A09    
CMP861,1778,LAT023,B,4,LAT023B04,Chembridge,5540473,Novel,2.5,5,-,1368680,159_A04    
CMP872,1779,LAT023,C,4,LAT023C04,Chembridge,5541543,Novel,2.5,18,-,1353453,159_C11    
CMP883,1780,LAT023,D,4,LAT023D04,Chembridge,5542384,Novel,2.5,12,-,1219310,159_D09    
CMP895,1781,LAT023,E,4,LAT023E04,Chembridge,5543372,Novel,2.5,inactive,-,1628440,160_A06    
CMP906,1782,LAT023,F,4,LAT023F04,Chembridge,5544797,Novel,2.5,5,-,1014586,160_F09    
CMP917,1783,LAT023,G,4,LAT023G04,Chembridge,5547136,Furamiben,2.5,1.3,-,1014600,163_D07    
CMP928,1784,LAT023,H,4,LAT023H04,Chembridge,5549443,Novel,2.5,22,+,NULL,168_C05    
CMP851,1785,LAT023,A,5,LAT023A05,Chembridge,5554099,Novel,2.5,5,-,1365025,168_A04    
CMP862,1786,LAT023,B,5,LAT023B05,Chembridge,5557583,Novel,2.5,10,-,NULL,166_D03    
CMP873,1787,LAT023,C,5,LAT023C05,Chembridge,5557947,Novel,2.5,>100 ,-,760724,167_H04 >100    
CMP884,1788,LAT023,D,5,LAT023D05,Chembridge,5560833,Novel,2.5,14,-,751120,172_E07    
CMP896,1789,LAT023,E,5,LAT023E05,Chembridge,5562154,Novel,2.5,68,-,2852828,170_B10    
CMP907,1790,LAT023,F,5,LAT023F05,Chembridge,5563076,Novel,2.5,24,-,804539,169_C05    
CMP918,1791,LAT023,G,5,LAT023G05,Chembridge,5566495,Novel,2.5,12,-,NULL,174_B04    
CMP929,1792,LAT023,H,5,LAT023H05,Chembridge,5567448,Novel,2.5,20,+,867466,173_A03    
CMP852,1793,LAT023,A,6,LAT023A06,Chembridge,5569798,Novel,2.5,5,-,739791,175_F07    
CMP863,1794,LAT023,B,6,LAT023B06,Chembridge,5570721,Novel,2.5,32,-,798876,174_G11    
CMP874,1795,LAT023,C,6,LAT023C06,Chembridge,5571623,Novel,2.5,>100 ,-,870279,176_C05 >100    
CMP885,1796,LAT023,D,6,LAT023D06,Chembridge,5573287,Novel,2.5,>100 ,+,872190,176_E09 >100    
CMP897,1797,LAT023,E,6,LAT023E06,Chembridge,5575246,Novel,2.5,10,-,691543,177_F10    
CMP908,1798,LAT023,F,6,LAT023F06,Chembridge,5576871,Novel,2.5,8,-,1067720,178_D11    
CMP919,1799,LAT023,G,6,LAT023G06,Chembridge,5583608,Novel,2.5,0.8,-,1350707,182_D04    
CMP930,1800,LAT023,H,6,LAT023H06,Chembridge,5609962,Novel,2.5,56,-,762004,184_A11    
CMP853,1801,LAT023,A,7,LAT023A07,Chembridge,5615466,Novel,2.5,4,-,1036133,186_C04    
CMP864,1802,LAT023,B,7,LAT023B07,Chembridge,5616006,Novel,2.5,12,-,576236,185_F09    
CMP875,1803,LAT023,C,7,LAT023C07,Chembridge,5625995,Novel,2.5,3.1,-,1240084,190_A06    
CMP886,1804,LAT023,D,7,LAT023D07,Chembridge,5627285,Novel,2.5,12,-,835814,190_H09    
CMP898,1805,LAT023,E,7,LAT023E07,Chembridge,5628830,Novel,2.5,>100 ,-,NULL,191_A03 >100    
CMP909,1806,LAT023,F,7,LAT023F07,Chembridge,5629185,Novel,2.5,>100 ,-,1201158,191_H03 >100    
CMP920,1807,LAT023,G,7,LAT023G07,Chembridge,5630876,Isondyben,2.5,8,-,2856870,192_E03    
CMP931,1808,LAT023,H,7,LAT023H07,Chembridge,5631978,Novel,2.5,20,-,872791,192_B07    
CMP854,1809,LAT023,A,8,LAT023A08,Chembridge,5633444,Novel,2.5,33,-,872827,193_F08    
CMP865,1810,LAT023,B,8,LAT023B08,Chembridge,5633744,Novel,2.5,100,-,2857047,192_A11    
CMP876,1811,LAT023,C,8,LAT023C08,Chembridge,5634160,Novel,2.5,16,+,NULL,193_G02    
CMP887,1812,LAT023,D,8,LAT023D08,Chembridge,5636440,Novel,2.5,24,-,679531,194_E10    
CMP899,1813,LAT023,E,8,LAT023E08,Chembridge,5637841,Novel,2.5,13,+,NULL,194_H11    
CMP910,1814,LAT023,F,8,LAT023F08,Chembridge,5637862,Novel,2.5,9,-,2857286,195_B05    
CMP921,1815,LAT023,G,8,LAT023G08,Chembridge,5639027,Novel,2.5,25,-,2254076,195_D06    
CMP932,1816,LAT023,H,8,LAT023H08,Chembridge,5639680,Novel,2.5,10,-,872918,195_G06    
CMP855,1817,LAT023,A,9,LAT023A09,Chembridge,5641691,Novel,2.5,15,-,2254083,195_A11    
CMP866,1818,LAT023,B,9,LAT023B09,Chembridge,5646858,Novel,2.5,1.4,-,3425769,195_F04    
CMP877,1819,LAT023,C,9,LAT023C09,Chembridge,5647837,Novel,2.5,10,-,96929,197_D06    
CMP888,1820,LAT023,D,9,LAT023D09,Chembridge,5647841,Novel,2.5,5,-,836132,197_F06    
CMP900,1821,LAT023,E,9,LAT023E09,Chembridge,5647889,Novel,2.5,9,-,3343939,197_H07    
CMP911,1822,LAT023,F,9,LAT023F09,Chembridge,5652083,Novel,2.5,9,-,761914,200_G02    
CMP922,1823,LAT023,G,9,LAT023G09,Chembridge,5652903,Ohbenzimole,2.5,4,-,626543,202_E02    
CMP933,1824,LAT023,H,9,LAT023H09,Chembridge,5654096,Novel,2.5,28,+,1354611,202_C08    
CMP856,1825,LAT023,A,10,LAT023A10,Chembridge,5655053,Novel,2.5,6,-,628206,204_A02    
CMP867,1826,LAT023,B,10,LAT023B10,Chembridge,5666621,Novel,2.5,2.4,-,867720,209_H07    
CMP878,1827,LAT023,C,10,LAT023C10,Chembridge,5669233,Novel,2.5,13,-,2256465,210_B11    
CMP889,1828,LAT023,D,10,LAT023D10,Chembridge,5675212,Novel,2.5,8,-,2257439,213_E05    
CMP901,1829,LAT023,E,10,LAT023E10,Chembridge,5655706,Novel,2.5,48,-,740186,202_D09    
CMP912,1830,LAT023,F,10,LAT023F10,Chembridge,5674925,Novel,2.5,10,-,867868,213_H03    
CMP923,1831,LAT023,G,10,LAT023G10,Chembridge,5677176,Novel,2.5,0.05,-,721093,214_B06    
CMP934,1832,LAT023,H,10,LAT023H10,Chembridge,5679677,Bendoxamine,2.5,1,-,1099847,215_H05    
CMP857,1833,LAT023,A,11,LAT023A11,Chembridge,5680134,Pypazomine,2.5,4,-,867936,216_F08    
CMP868,1834,LAT023,B,11,LAT023B11,Chembridge,5683035,Novel,2.5,5,-,NULL,216_B06    
CMP879,1835,LAT023,C,11,LAT023C11,Chembridge,5684649,Novel,2.5,8,-,2053671,218_D09    
CMP890,1836,LAT023,D,11,LAT023D11,Chembridge,5688779,Novel,2.5,5,-,790942,220_H05    
CMP902,1837,LAT023,E,11,LAT023E11,Chembridge,5689975,Novel,2.5,6,-,868137,220_H02    
CMP913,1838,LAT023,F,11,LAT023F11,Chembridge,5690828,Novel,2.5,8,-,1068694,221_G05    
CMP924,1839,LAT023,G,11,LAT023G11,Chembridge,5693369,Novel,2.5,9,-,786367,222_H06    
CMP935,1840,LAT023,H,11,LAT023H11,Chembridge,5696490,Novel,2.5,50,-,NULL,221_D10    
CMP937,1841,LAT024,A,2,LAT024A02,Chembridge,5705665,Novel,2.5,18,-,NULL,224_C06    
CMP948,1842,LAT024,B,2,LAT024B02,Chembridge,5705890,Novel,2.5,8,-,677505,224_G03    
CMP959,1843,LAT024,C,2,LAT024C02,Chembridge,5705955,Novel,2.5,21,-,1097897,224_D04    
CMP970,1844,LAT024,D,2,LAT024D02,Chembridge,5707182,Novel,2.5,4,-,1007426,226_D05    
CMP981,1845,LAT024,E,2,LAT024E02,Chembridge,5712036,Hexaquinylate,2.5,3,-,1110586,225_G08    
CMP992,1846,LAT024,F,2,LAT024F02,Chembridge,5714161,Novel,2.5,19,-,997848,226_B10    
CMP1004,1847,LAT024,G,2,LAT024G02,Chembridge,5717878,Novel,2.5,8,-,744128,226_G08    
CMP1015,1848,LAT024,H,2,LAT024H02,Chembridge,5716261,Nibenzizole,2.5,7,-,NULL,227_H06    
CMP938,1849,LAT024,A,3,LAT024A03,Chembridge,5720858,Novel,2.5,3,-,744146,229_E07    
CMP949,1850,LAT024,B,3,LAT024B03,Chembridge,5721420,Novel,2.5,13,-,746728,229_E08    
CMP960,1851,LAT024,C,3,LAT024C03,Chembridge,5726687,Novel,2.5,47,-,684446,229_G02    
CMP971,1852,LAT024,D,3,LAT024D03,Chembridge,5727885,Novel,2.5,15,-,791484,229_G10    
CMP982,1853,LAT024,E,3,LAT024E03,Chembridge,5728270,Novel,2.5,9,-,NULL,230_B11    
CMP993,1854,LAT024,F,3,LAT024F03,Chembridge,5728395,Novel,2.5,4,-,1149185,231_D07    
CMP1005,1855,LAT024,G,3,LAT024G03,Chembridge,5734359,Novel,2.5,inactive,-,1107840,235_F07    
CMP1016,1856,LAT024,H,3,LAT024H03,Chembridge,5752246,Novel,2.5,34,-,NULL,239_C03    
CMP939,1857,LAT024,A,4,LAT024A04,Chembridge,5753867,Thiazomine,2.5,0.35,-,717338,238_E08    
CMP950,1858,LAT024,B,4,LAT024B04,Chembridge,5754756,Novel,2.5,4,-,763611,239_F10    
CMP961,1859,LAT024,C,4,LAT024C04,Riedel-de Haen,45721,Chloroflurenol ,2.5,36,-,17169,   
CMP972,1860,LAT024,D,4,LAT024D04,Chembridge,5769296,Novel,2.5,16,-,869816,243_B04    
CMP983,1861,LAT024,E,4,LAT024E04,Chembridge,5771210,Quinophen,2.5,0.25,-,1037064,243_E09    
CMP994,1862,LAT024,F,4,LAT024F04,Chembridge,5773254,Novel,2.5,8,-,NULL,244_G04    
CMP1006,1863,LAT024,G,4,LAT024G04,Chembridge,5773896,Pyrhydraquin,2.5,3,-,5726045,244_B06    
CMP1017,1864,LAT024,H,4,LAT024H04,Chembridge,5784244,Novel,2.5,21,-,NULL,247_B05    
CMP940,1865,LAT024,A,5,LAT024A05,Chembridge,5784593,Novel,2.5,9,-,NULL,248_E03    
CMP951,1866,LAT024,B,5,LAT024B05,Asinex,BAS 00229628,Novel,2.5,inactive,-,770906,   
CMP962,1867,LAT024,C,5,LAT024C05,Asinex,BAS 00282267,Novel,2.5,>100 ,+,NULL,>100    
CMP973,1868,LAT024,D,5,LAT024D05,Asinex,BAS 00283955,Novel,2.5,>100 ,-,1138596,>100    
CMP984,1869,LAT024,E,5,LAT024E05,Asinex,BAS 00294319,Novel,2.5,>100 ,-,NULL,>100    
CMP995,1870,LAT024,F,5,LAT024F05,Asinex,BAS 00296049,Novel,2.5,inactive,-,1072174,   
CMP1007,1871,LAT024,G,5,LAT024G05,Asinex,BAS 00437671,Novel,2.5,inactive,-,747018,   
CMP1018,1872,LAT024,H,5,LAT024H05,Asinex,BAS 00592043,Novel,2.5,>100 ,-,800989,>100    
CMP941,1873,LAT024,A,6,LAT024A06,Asinex,BAS 01047797,Novel,2.5,inactive,-,598754,   
CMP952,1874,LAT024,B,6,LAT024B06,Asinex,BAS 02919189,Novel,2.5,>100 ,-,2282731,>100    
CMP963,1875,LAT024,C,6,LAT024C06,Asinex,BAS 12290538,Novel,2.5,43,-,665873,   
CMP974,1876,LAT024,D,6,LAT024D06,Pharmeks,PHAR046141,Novel,2.5,100,-,948598,   
CMP985,1877,LAT024,E,6,LAT024E06,Pharmeks,PHAR055344,Novel,2.5,inactive,-,948661,   
CMP996,1878,LAT024,F,6,LAT024F06,Pharmeks,PHAR111988,Novel,2.5,8.8,-,739367,   
CMP1008,1879,LAT024,G,6,LAT024G06,Pharmeks,PHAR116171,Novel,2.5,>100 ,-,796665,>100    
CMP1019,1880,LAT024,H,6,LAT024H06,Pharmeks,PHAR128003,Novel,2.5,>100 ,-,NULL,>100    
CMP942,1881,LAT024,A,7,LAT024A07,Chembridge,5204265,S001 A03,2.5,>100 ,-,757843,>100    
CMP953,1882,LAT024,B,7,LAT024B07,Chembridge,5204891,S001 A04,2.5,>100 ,-,2268762,>100    
CMP964,1883,LAT024,C,7,LAT024C07,Chembridge,5270999,S001 A05,2.5,>100 ,-,687609,>100    
CMP975,1884,LAT024,D,7,LAT024D07,Chembridge,5466656,S001 A06,2.5,>100 ,-,5992588,>100    
CMP986,1885,LAT024,E,7,LAT024E07,Chembridge,5468161,Benzochrmome,2.5,2,+,745338,   
CMP997,1886,LAT024,F,7,LAT024F07,Chembridge,5471313,S001 B03,2.5,15,+,781208,   
CMP1009,1887,LAT024,G,7,LAT024G07,Chembridge,5472739,S001 A11,2.5,inactive,-,3472327,137_D06    
CMP1020,1888,LAT024,H,7,LAT024H07,Chembridge,5472990,S001 B04,2.5,13,+,3472326,   
CMP943,1889,LAT024,A,8,LAT024A08,Chembridge,5475540,Natopin,2.5,34,-,256910,137_G10    
CMP954,1890,LAT024,B,8,LAT024B08,Chembridge,5477169,S001 A08,2.5,6,+,745344,139_B10    
CMP965,1891,LAT024,C,8,LAT024C08,Chembridge,5479137,S001 A07,2.5,>100 ,-,772968,>100    
CMP976,1892,LAT024,D,8,LAT024D08,Chembridge,5526713,S001 C09,2.5,0.47,+,682063,   
CMP987,1893,LAT024,E,8,LAT024E08,Chembridge,5528697,S001 C03,2.5,>100 ,-,871029,151_F03 >100    
CMP998,1894,LAT024,F,8,LAT024F08,Chembridge,5540569,S001 C05,2.5,inactive,-,1150135,   
CMP1010,1895,LAT024,G,8,LAT024G08,Chembridge,5566707,S001 D07,2.5,100,-,720715,174_F04    
CMP1021,1896,LAT024,H,8,LAT024H08,Chembridge,5571313,S001 C04,2.5,inactive,-,1246365,176_D03    
CMP944,1897,LAT024,A,9,LAT024A09,Chembridge,5772674,S001 C06,2.5,>100 ,-,1594275,>100    
CMP955,1898,LAT024,B,9,LAT024B09,Chembridge,5957891,S001 B05,2.5,>100 ,-,776038,>100    
CMP966,1899,LAT024,C,9,LAT024C09,Chembridge,5959711,S001 B06,2.5,>100 ,-,2878661,>100    
CMP977,1900,LAT024,D,9,LAT024D09,Chembridge,5963848,S001 B07,2.5,5,+,775958,   
CMP988,1901,LAT024,E,9,LAT024E09,Chembridge,6370521,Nifoxyben,2.5,10,-,707738,Cobtorin    
CMP999,1902,LAT024,F,9,LAT024F09,Chembridge,6464059,S001 D09,2.5,>100 ,-,882998,>100    
CMP1011,1903,LAT024,G,9,LAT024G09,Chembridge,6484058,S001 D10,2.5,>100 ,-,883187,>100    
CMP1022,1904,LAT024,H,9,LAT024H09,Chembridge,7284520,S001 D11,2.5,75,-,898689,   
CMP945,1905,LAT024,A,10,LAT024A10,Chembridge,8012170,Novel,2.5,95,-,NULL,   
CMP956,1906,LAT024,B,10,LAT024B10,Chembridge,8064076,Novel,2.5,inactive,-,776042,   
CMP967,1907,LAT024,C,10,LAT024C10,Chembridge,5211701,Novel,2.5,inactive,-,NULL,   
CMP978,1908,LAT024,D,10,LAT024D10,Chembridge,5242733,S001 D03,2.5,inactive,-,2288414,   
CMP989,1909,LAT024,E,10,LAT024E10,Chembridge,5350444,S001 B10,2.5,85,-,668987,   
CMP1000,1910,LAT024,F,10,LAT024F10,Chembridge,5473966,Novel,2.5,22,-,NULL,136_H07    
CMP1012,1911,LAT024,G,10,LAT024G10,Chembridge,5475278,Novel,2.5,92,-,868360,137_H08    
CMP1023,1912,LAT024,H,10,LAT024H10,Chembridge,5476778,Novel,2.5,28,-,736754,139_C05    
CMP946,1913,LAT024,A,11,LAT024A11,Chembridge,5510021,Novel,2.5,68,-,759916,146_D02    
CMP957,1914,LAT024,B,11,LAT024B11,Chembridge,5523905,148_F06,2.5,>100 ,-,2849703,148_F06 >100    
CMP968,1915,LAT024,C,11,LAT024C11,Chembridge,5528286,Novel,2.5,17,-,871010,151_E02    
CMP979,1916,LAT024,D,11,LAT024D11,Chembridge,5531910,Novel,2.5,78,-,5023023,153_G07    
CMP990,1917,LAT024,E,11,LAT024E11,Chembridge,5539414,S001 B08,2.5,15,-,1368652,156_D09    
CMP1001,1918,LAT024,F,11,LAT024F11,Chembridge,5546830,Novel,2.5,30,-,804665,   
CMP1013,1919,LAT024,G,11,LAT024G11,Chembridge,5549531,Novel,2.5,65,-,3945498,162_A05    
CMP1024,1920,LAT024,H,11,LAT024H11,Chembridge,5550454,Novel,2.5,25,-,871656,164_E05    
CMP1026,1921,LAT025,A,2,LAT025A02,Chembridge,5566861,S001 B09,2.5,8,-,3710878,173_D06    
CMP1037,1922,LAT025,B,2,LAT025B02,Chembridge,5567681,Novel,2.5,inactive,-,804675,   
CMP1048,1923,LAT025,C,2,LAT025C02,Chembridge,5568705,Novel,2.5,27,-,NULL,174_G05    
CMP1059,1924,LAT025,D,2,LAT025D02,Chembridge,5573331,Pyrabactin D,2.5,32,-,1104488,   
CMP1070,1925,LAT025,E,2,LAT025E02,Chembridge,5573547,Novel,2.5,22,-,1350131,176_G10    
CMP1081,1926,LAT025,F,2,LAT025F02,Chembridge,5600879,Novel,2.5,87,-,781014,181_C10    
CMP1092,1927,LAT025,G,2,LAT025G02,Chembridge,5611583,Novel,2.5,inactive,-,1351438,   
CMP1103,1928,LAT025,H,2,LAT025H02,Chembridge,5618837,Novel,2.5,9,-,1586479,187_E07    
CMP1027,1929,LAT025,A,3,LAT025A03,Chembridge,5639992,Novel,2.5,5,-,NULL,195_B07    
CMP1038,1930,LAT025,B,3,LAT025B03,Chembridge,5645070,Novel,2.5,7,-,3718199,196_A03    
CMP1049,1931,LAT025,C,3,LAT025C03,Chembridge,5645195,Novel,2.5,25,-,872937,196_B03    
CMP1060,1932,LAT025,D,3,LAT025D03,Riedel-de Haen,37916,diflufenzopyr sodium salt,2.5,40,-,5486793,   
CMP1071,1933,LAT025,E,3,LAT025E03,Chembridge,5654311,S001 D04,2.5,55,-,777201,   
CMP1082,1934,LAT025,F,3,LAT025F03,Chembridge,5656413,S001 D05,2.5,inactive,-,774359,   
CMP1093,1935,LAT025,G,3,LAT025G03,Chembridge,5657938,Novel,2.5,40,-,1151160,204_A07    
CMP1104,1936,LAT025,H,3,LAT025H03,Chembridge,5659683,Novel,2.5,inactive,-,NULL,205_A04    
CMP1028,1937,LAT025,A,4,LAT025A04,Chembridge,5661396,Novel,2.5,inactive,-,794388,   
CMP1039,1938,LAT025,B,4,LAT025B04,Chembridge,5669704,Novel,2.5,>100 ,-,737178,211_B03 >100    
CMP1050,1939,LAT025,C,4,LAT025C04,Chembridge,5747589,Novel,2.5,1.2,-,1364039,238_G06    
CMP1061,1940,LAT025,D,4,LAT025D04,Chembridge,5789462,Apyrabactin,2.5,inactive,-,NULL,   
CMP1072,1941,LAT025,E,4,LAT025E04,Chembridge,5791310,Novel,2.5,inactive,-,1106574,   
CMP1083,1942,LAT025,F,4,LAT025F04,Chembridge,6383513,Novel,2.5,95,-,1239039,   
CMP1094,1943,LAT025,G,4,LAT025G04,Chembridge,6389995,Novel,2.5,25,-,2279109,   
CMP1105,1944,LAT025,H,4,LAT025H04,Chembridge,6410317,Novel,2.5,100,-,775483,   
CMP1029,1945,LAT025,A,5,LAT025A05,Chembridge,6425037,Novel,2.5,inactive,-,662272,   
CMP1040,1946,LAT025,B,5,LAT025B05,Chembridge,6972335,Pyrabactin E,2.5,60,-,802156,   
CMP1051,1947,LAT025,C,5,LAT025C05,Chembridge,6988147,Novel,2.5,86,-,1327407,   
CMP1062,1948,LAT025,D,5,LAT025D05,Chembridge,7001482,Novel,2.5,>100 ,-,802956,>100    
CMP1073,1949,LAT025,E,5,LAT025E05,Chembridge,7469977,Novel,2.5,inactive,-,891215,   
CMP1084,1950,LAT025,F,5,LAT025F05,Chembridge,7504419,Novel,2.5,100,-,849941,   
CMP1095,1951,LAT025,G,5,LAT025G05,Chembridge,7504997,Novel,2.5,>100 ,-,1314756,>100    
CMP1106,1952,LAT025,H,5,LAT025H05,Chembridge,7801092,Novel,2.5,>100 ,-,970530,>100    
CMP1030,1953,LAT025,A,6,LAT025A06,Chembridge,7938042,Novel,2.5,60,-,1266647,   
CMP1041,1954,LAT025,B,6,LAT025B06,Chembridge,7940475,Pyrabactin G,2.5,25,-,935531,   
CMP1052,1955,LAT025,C,6,LAT025C06,Chembridge,7942162,Novel,2.5,inactive,-,850055,   
CMP1063,1956,LAT025,D,6,LAT025D06,Chembridge,9028263,Novel,2.5,>100 ,-,6460794,>100    
CMP1074,1957,LAT025,E,6,LAT025E06,Chembridge,5472223,Novel,2.5,inactive,-,79878,135_E04    
CMP1085,1958,LAT025,F,6,LAT025F06,Chembridge,5129272,NA,2.5,inactive,-,4561245,   
CMP1096,1959,LAT025,G,6,LAT025G06,Chembridge,5213688,NA,2.5,inactive,-,619223,   
CMP1107,1960,LAT025,H,6,LAT025H06,Chembridge,5231719,NA,2.5,inactive,-,789568,   
CMP1031,1961,LAT025,A,7,LAT025A07,Chembridge,5355198,NA,2.5,inactive,-,1736049,   
CMP1042,1962,LAT025,B,7,LAT025B07,Chembridge,5471546,NA,2.5,inactive,-,NULL,135_G05    
CMP1053,1963,LAT025,C,7,LAT025C07,Chembridge,5473134,NA,2.5,7,-,867365,   
CMP1064,1964,LAT025,D,7,LAT025D07,Chembridge,5474556,NA,2.5,33,-,867438,   
CMP1075,1965,LAT025,E,7,LAT025E07,Chembridge,5483613,NA,2.5,inactive,-,1358144,   
CMP1086,1966,LAT025,F,7,LAT025F07,Chembridge,5629816,NA,2.5,17,-,1352893,191_C10    
CMP1097,1967,LAT025,G,7,LAT025G07,Chembridge,5631931,NA,2.5,inactive,-,309881,192_A07    
CMP1108,1968,LAT025,H,7,LAT025H07,Chembridge,5633509,NA,2.5,inactive,-,247612,   
CMP1032,1969,LAT025,A,8,LAT025A08,Chembridge,5647582,NA,2.5,inactive,-,1240367,   
CMP1043,1970,LAT025,B,8,LAT025B08,Chembridge,6102776,NA,2.5,inactive,-,1129921,   
CMP1054,1971,LAT025,C,8,LAT025C08,Chembridge,6304260,NA,2.5,inactive,+,1348456,   
CMP1065,1972,LAT025,D,8,LAT025D08,Chembridge,6388679,NA,2.5,inactive,-,2278991,   
CMP1076,1973,LAT025,E,8,LAT025E08,Chembridge,6629922,NA,2.5,inactive,-,3525974,   
CMP1087,1974,LAT025,F,8,LAT025F08,Chembridge,7761961,NA,2.5,inactive,+,965916,   
CMP1098,1975,LAT025,G,8,LAT025G08,Chembridge,7953686,NA,2.5,inactive,-,5741112,   
CMP1109,1976,LAT025,H,8,LAT025H08,Chembridge,5457325,NA,2.5,inactive,-,2846405,126_G03    
CMP1033,1977,LAT025,A,9,LAT025A09,Chembridge,5459804,NA,2.5,inactive,-,6456399,128_G03    
CMP1044,1978,LAT025,B,9,LAT025B09,Chembridge,5460549,NA,2.5,inactive,-,784343,129_G03    
CMP1055,1979,LAT025,C,9,LAT025C09,Chembridge,5475114,NA,2.5,>100 ,+,NULL,138_F03 >100    
CMP1066,1980,LAT025,D,9,LAT025D09,Chembridge,5478321,NA,2.5,inactive,-,868468,140_D08    
CMP1077,1981,LAT025,E,9,LAT025E09,Chembridge,5479824,NA,2.5,inactive,-,NULL,140_E03    
CMP1088,1982,LAT025,F,9,LAT025F09,Chembridge,5480405,NA,2.5,inactive,-,1241534,141_D08    
CMP1099,1983,LAT025,G,9,LAT025G09,Chembridge,5480422,NA,2.5,>100 ,-,775139,141_E08 >100    
CMP1110,1984,LAT025,H,9,LAT025H09,Chembridge,5486291,NA,2.5,>100 ,-,NULL,141_E03 >100    
CMP1034,1985,LAT025,A,10,LAT025A10,Chembridge,5491946,NA,2.5,inactive,-,770210,144_F03    
CMP1045,1986,LAT025,B,10,LAT025B10,Chembridge,5509623,NA,2.5,100,-,736089,145_C09    
CMP1056,1987,LAT025,C,10,LAT025C10,Chembridge,5510292,NA,2.5,inactive,+,659030,146_B05    
CMP1067,1988,LAT025,D,10,LAT025D10,Chembridge,5510852,NA,2.5,inactive,-,411018,146_D06    
CMP1078,1989,LAT025,E,10,LAT025E10,Chembridge,5522277,NA,2.5,inactive,-,3606435,144_G08    
CMP1089,1990,LAT025,F,10,LAT025F10,Chembridge,5522742,NA,2.5,>100 ,-,870837,145_B05 >100    
CMP1100,1991,LAT025,G,10,LAT025G10,Chembridge,5526247,NA,2.5,inactive,-,916874,147_D07    
CMP1111,1992,LAT025,H,10,LAT025H10,Chembridge,5530593,NA,2.5,inactive,-,NULL,152_F03    
CMP1035,1993,LAT025,A,11,LAT025A11,Chembridge,5530911,NA,2.5,>100 ,-,NULL,152_D11 >100    
CMP1046,1994,LAT025,B,11,LAT025B11,Chembridge,5531102,NA,2.5,inactive,-,683091,153_C02    
CMP1057,1995,LAT025,C,11,LAT025C11,Chembridge,5535672,NA,2.5,inactive,-,2850716,155_E03    
CMP1068,1996,LAT025,D,11,LAT025D11,Chembridge,5547802,NA,2.5,>100 ,-,1356970,164_H03 >100    
CMP1079,1997,LAT025,E,11,LAT025E11,Chembridge,5550999,NA,2.5,50,-,746466,164_E11    
CMP1090,1998,LAT025,F,11,LAT025F11,Chembridge,5559978,NA,2.5,inactive,-,871979,172_A02    
CMP1101,1999,LAT025,G,11,LAT025G11,Chembridge,5569371,NA,2.5,inactive,-,867534,175_F04    
CMP1112,2000,LAT025,H,11,LAT025H11,Chembridge,5572449,NA,2.5,inactive,-,743651,175_C10    
CMP1116,2001,LAT026,A,2,LAT026A02,Chembridge,5572683,NA,2.5,inactive,-,5310697,177_D02    
CMP1127,2002,LAT026,B,2,LAT026B02,Chembridge,5573041,NA,2.5,inactive,-,NULL,177_F04    
CMP1138,2003,LAT026,C,2,LAT026C02,Chembridge,5575316,NA,2.5,>100 ,-,1350243,178_G04 >100    
CMP1149,2004,LAT026,D,2,LAT026D02,Chembridge,5581096,NA,2.5,inactive,-,2854143,179_B11    
CMP1158,2005,LAT026,E,2,LAT026E02,Chembridge,5583991,NA,2.5,inactive,-,872377,180_B11    
CMP1169,2006,LAT026,F,2,LAT026F02,Chembridge,5587264,NA,2.5,inactive,-,684743,184_C04    
CMP1180,2007,LAT026,G,2,LAT026G02,Chembridge,5629241,NA,2.5,inactive,-,NULL,191_E04    
CMP1191,2008,LAT026,H,2,LAT026H02,Chembridge,5637808,NA,2.5,>100 ,-,NULL,194_E11 >100    
CMP1117,2009,LAT026,A,3,LAT026A03,Chembridge,5640132,NA,2.5,inactive,-,2857318,195_C07    
CMP1128,2010,LAT026,B,3,LAT026B03,Chembridge,5647619,NA,2.5,inactive,-,NULL,198_D02    
CMP1139,2011,LAT026,C,3,LAT026C03,Chembridge,5648262,NA,2.5,>100 ,-,NULL,199_D09 >100    
CMP1150,2012,LAT026,D,3,LAT026D03,Chembridge,5652963,NA,2.5,>100 ,-,695679,202_F02 >100    
CMP1160,2013,LAT026,E,3,LAT026E03,Chembridge,5661161,NA,2.5,43,-,NULL,206_E03    
CMP1171,2014,LAT026,F,3,LAT026F03,Chembridge,5662521,NA,2.5,inactive,-,NULL,207_E03    
CMP1182,2015,LAT026,G,3,LAT026G03,Chembridge,5664180,NA,2.5,inactive,-,104658,207_G04    
CMP1193,2016,LAT026,H,3,LAT026H03,Chembridge,5666651,NA,2.5,inactive,-,2859766,208_E03    
CMP1118,2017,LAT026,A,4,LAT026A04,Chembridge,5666996,NA,2.5,inactive,-,1238542,209_C03    
CMP1129,2018,LAT026,B,4,LAT026B04,Chembridge,5667063,NA,2.5,inactive,-,NULL,209_E03    
CMP1140,2019,LAT026,C,4,LAT026C04,Chembridge,5667217,NA,2.5,inactive,-,NULL,209_G04    
